char,unicode,standard_rank,repair_status,original_block_reason,radical_source,radical_source_status,radical_resolution_status,radical_resolution_reason,approved_radical,canonical_radical,proposed_radix,proposed_radix_name,approved_strokes,approved_structure,approved_struct_type,approved_decomposition,current_cnbe,current_cnbe_hex,current_radix,current_radix_name,current_strokes,current_struct_name,current_struct_type,current_index,current_ext,proposed_cnbe,proposed_cnbe_hex,roundtrip_pass,authority_boundary
辿,U+8FBF,6535,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,辶,辵,162,辵,6,左下包,8,⿺辶山,2721324016,0xA2341BF0,162,辵,6,左下包,8,447,0,2721324016,0xA2341BF0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
伈,U+4F08,6539,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,亻,人,9,人,6,左右,3,⿰亻心,154243200,0x09319080,9,人,6,左右,3,264,0,154243200,0x09319080,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
癿,U+767F,6540,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,白,白,106,白,6,左右,3,⿰白乚,1781630960,0x6A3187F0,106,白,6,左右,3,127,0,1781630960,0x6A3187F0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邠,U+90A0,6542,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,6,左右,3,⿰分阝,2737940992,0xA331AA00,163,邑,6,左右,3,672,0,2737940992,0xA331AA00,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邡,U+90A1,6545,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,6,左右,3,⿰方阝,2737941008,0xA331AA10,163,邑,6,左右,3,673,0,2737941008,0xA331AA10,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
汋,U+6C4B,6548,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,氵,水,85,水,6,左右,3,⿰氵勺,1429333168,0x5531E4B0,85,水,6,左右,3,1611,0,1429333168,0x5531E4B0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
讻,U+8BBB,6550,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,讠,言,149,言,6,左右,3,⿰讠凶,2503072688,0x9531DBB0,149,言,6,左右,3,1467,0,2503072688,0x9531DBB0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
孖,U+5B56,6552,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,子,子,39,子,6,左右,3,⿰子子,657577312,0x2731D560,39,子,6,左右,3,1366,0,657577312,0x2731D560,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
玒,U+7392,6555,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,王,王,95,王,7,左右,3,⿰王工,1597626656,0x5F39D920,95,王,7,左右,3,1426,0,1597626656,0x5F39D920,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
玘,U+7398,6557,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,王,王,95,王,7,左右,3,⿰王己,1597626752,0x5F39D980,95,王,7,左右,3,1432,0,1597626752,0x5F39D980,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
玚,U+739A,6558,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,王,王,95,王,7,左右,3,⿰王𠃓,1597626784,0x5F39D9A0,95,王,7,左右,3,1434,0,1597626784,0x5F39D9A0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
刬,U+522C,6559,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,刂,刀,18,刀,7,左右,3,⿰戋刂,305775296,0x1239C2C0,18,刀,7,左右,3,1068,0,305775296,0x1239C2C0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
坉,U+5749,6562,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,土,土,32,土,7,左右,3,⿰土屯,540644496,0x20399490,32,土,7,左右,3,329,0,540644496,0x20399490,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
扽,U+627D,6563,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,扌,手,64,手,7,左右,3,⿰扌屯,1077528528,0x4039C7D0,64,手,7,左右,3,1149,0,1077528528,0x4039C7D0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
芣,U+82A3,6570,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,艹,艸,140,艸,7,上下,1,⿱艹不,2352532016,0x8C38CA30,140,艸,7,上下,1,1187,0,2352532016,0x8C38CA30,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
芠,U+82A0,6575,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,艹,艸,140,艸,7,上下,1,⿱艹文,2352531968,0x8C38CA00,140,艸,7,上下,1,1184,0,2352531968,0x8C38CA00,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
杕,U+6755,6578,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,木,木,75,木,7,左右,3,⿰木大,1262064976,0x4B399550,75,木,7,左右,3,341,0,1262064976,0x4B399550,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
杙,U+6759,6579,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,木,木,75,木,7,左右,3,⿰木弋,1262065040,0x4B399590,75,木,7,左右,3,345,0,1262065040,0x4B399590,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
杄,U+6744,6580,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,木,木,75,木,7,左右,3,⿰木千,1262064704,0x4B399440,75,木,7,左右,3,324,0,1262064704,0x4B399440,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
杧,U+6767,6581,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,木,木,75,木,7,左右,3,⿰木亡,1262065264,0x4B399670,75,木,7,左右,3,359,0,1262065264,0x4B399670,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
旵,U+65F5,6590,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,日,日,72,日,7,上下,1,⿱日山,1211694928,0x4838FF50,72,日,7,上下,1,2037,0,1211694928,0x4838FF50,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
岠,U+5CA0,6595,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,山,山,46,山,7,左右,3,⿰山巨,775547392,0x2E39EA00,46,山,7,左右,3,1696,0,775547392,0x2E39EA00,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
呇,U+5447,6597,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,口,口,30,口,7,上下,1,⿱水口,507044976,0x1E38E470,30,口,7,上下,1,1607,0,507044976,0x1E38E470,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
伭,U+4F2D,6603,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,亻,人,9,人,7,左右,3,⿰亻玄,154768080,0x093992D0,9,人,7,左右,3,301,0,154768080,0x093992D0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
佖,U+4F56,6604,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,亻,人,9,人,7,左右,3,⿰亻必,154768736,0x09399560,9,人,7,左右,3,342,0,154768736,0x09399560,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
佁,U+4F41,6606,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,亻,人,9,人,7,左右,3,⿰亻台,154768400,0x09399410,9,人,7,左右,3,321,0,154768400,0x09399410,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邲,U+90B2,6626,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,7,左右,3,⿰必阝,2738465568,0xA339AB20,163,邑,7,左右,3,690,0,2738465568,0xA339AB20,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
诐,U+8BD0,6628,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,讠,言,149,言,7,左右,3,⿰讠皮,2503597312,0x9539DD00,149,言,7,左右,3,1488,0,2503597312,0x9539DD00,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
岊,U+5C8A,6631,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,山,山,46,山,7,上下,1,⿱巴山,775481504,0x2E38E8A0,46,山,7,上下,1,1674,0,775481504,0x2E38E8A0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
阽,U+963D,6632,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_LEFT_ALIAS,left 阝 resolved to 阜 from top-level decomposition position,阝,阜,170,阜,7,左右,3,⿰阝占,2855896016,0xAA3983D0,170,阜,7,左右,3,61,0,2855896016,0xAA3983D0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
阼,U+963C,6634,APPLIED_RUNTIME_REPAIR_CANDIDATE,radical_resolution_blocked,approved_8105_packet,NATIONAL_STANDARD_CANDIDATE_REVIEW_REQUIRED,POSITION_LEFT_ALIAS,left 阝 resolved to 阜 from top-level decomposition position,阝,阜,170,阜,7,左右,3,⿰阝乍,2855896000,0xAA3983C0,170,阜,7,左右,3,60,0,2855896000,0xAA3983C0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
纮,U+7EAE,6638,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,纟,糸,120,糸,7,左右,3,⿰纟厷,2017037024,0x78398AE0,120,糸,7,左右,3,174,0,2017037024,0x78398AE0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
玤,U+73A4,6645,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,王,王,95,王,8,左右,3,⿰王丰,1598151232,0x5F41DA40,95,王,8,左右,3,1444,0,1598151232,0x5F41DA40,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
玞,U+739E,6646,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,王,王,95,王,8,左右,3,⿰王夫,1598151136,0x5F41D9E0,95,王,8,左右,3,1438,0,1598151136,0x5F41D9E0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
玱,U+73B1,6647,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,王,王,95,王,8,左右,3,⿰王仓,1598151440,0x5F41DB10,95,王,8,左右,3,1457,0,1598151440,0x5F41DB10,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邽,U+90BD,6649,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,8,左右,3,⿰圭阝,2738990032,0xA341ABD0,163,邑,8,左右,3,701,0,2738990032,0xA341ABD0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
邿,U+90BF,6650,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,POSITION_RIGHT_ALIAS,right 阝 resolved to 邑 from top-level decomposition position,阝,邑,163,邑,8,左右,3,⿰寺阝,2738990064,0xA341ABF0,163,邑,8,左右,3,703,0,2738990064,0xA341ABF0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
坥,U+5765,6651,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,土,土,32,土,8,左右,3,⿰土且,541169232,0x20419650,32,土,8,左右,3,357,0,541169232,0x20419650,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
坰,U+5770,6652,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,土,土,32,土,8,左右,3,⿰土冋,541169408,0x20419700,32,土,8,左右,3,368,0,541169408,0x20419700,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
坬,U+576C,6653,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,土,土,32,土,8,左右,3,⿰土瓜,541169344,0x204196C0,32,土,8,左右,3,364,0,541169344,0x204196C0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
坽,U+577D,6654,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,土,土,32,土,8,左右,3,⿰土令,541169616,0x204197D0,32,土,8,左右,3,381,0,541169616,0x204197D0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
弆,U+5F06,6655,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,廾,廾,55,廾,8,上下,1,⿱去廾,926978144,0x37409060,55,廾,8,上下,1,262,0,926978144,0x37409060,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
茋,U+830B,6659,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,艹,艸,140,艸,8,上下,1,⿱艹氐,2353057968,0x8C40D0B0,140,艸,8,上下,1,1291,0,2353057968,0x8C40D0B0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
苾,U+82FE,6661,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,艹,艸,140,艸,8,上下,1,⿱艹必,2353057760,0x8C40CFE0,140,艸,8,上下,1,1278,0,2353057760,0x8C40CFE0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
枅,U+6785,6663,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,木,木,75,木,8,左右,3,⿰木开,1262590032,0x4B419850,75,木,8,左右,3,389,0,1262590032,0x4B419850,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
枍,U+678D,6666,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,木,木,75,木,8,左右,3,⿰木兮,1262590160,0x4B4198D0,75,木,8,左右,3,397,0,1262590160,0x4B4198D0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
旿,U+65FF,6673,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,日,日,72,日,8,左右,3,⿰日午,1212284912,0x4841FFF0,72,日,8,左右,3,2047,0,1212284912,0x4841FFF0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
昄,U+6604,6675,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,日,日,72,日,8,左右,3,⿰日反,1212252224,0x48418040,72,日,8,左右,3,4,0,1212252224,0x48418040,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
昒,U+6612,6676,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,日,日,72,日,8,左右,3,⿰日勿,1212252448,0x48418120,72,日,8,左右,3,18,0,1212252448,0x48418120,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
昈,U+6608,6677,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,日,日,72,日,8,左右,3,⿰日户,1212252288,0x48418080,72,日,8,左右,3,8,0,1212252288,0x48418080,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
咉,U+5489,6678,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,口,口,30,口,8,左右,3,⿰口央,507635856,0x1E41E890,30,口,8,左右,3,1673,0,507635856,0x1E41E890,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
咍,U+548D,6680,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,口,口,30,口,8,左右,3,⿰口台,507635920,0x1E41E8D0,30,口,8,左右,3,1677,0,507635920,0x1E41E8D0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
岨,U+5CA8,6683,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,山,山,46,山,8,左右,3,⿰山且,776071808,0x2E41EA80,46,山,8,左右,3,1704,0,776071808,0x2E41EA80,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
岞,U+5C9E,6684,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,山,山,46,山,8,左右,3,⿰山乍,776071648,0x2E41E9E0,46,山,8,左右,3,1694,0,776071648,0x2E41E9E0,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
峂,U+5CC2,6685,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,DIRECT,main-form radical found in mapping source,山,山,46,山,8,左右,3,⿰山冬,776072224,0x2E41EC20,46,山,8,左右,3,1730,0,776072224,0x2E41EC20,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
侁,U+4F81,6695,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,亻,人,9,人,8,左右,3,⿰亻先,155293712,0x09419810,9,人,8,左右,3,385,0,155293712,0x09419810,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
侹,U+4FB9,6696,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,亻,人,9,人,8,左右,3,⿰亻廷,155294608,0x09419B90,9,人,8,左右,3,441,0,155294608,0x09419B90,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
佸,U+4F78,6697,APPLIED_RUNTIME_REPAIR_CANDIDATE,missing_approved_radical,zdic_cached_cross_reference_radical,NETWORK_CROSS_REFERENCE_NOT_NATIONAL_STANDARD,ALIAS,conservative variant or simplified radical alias,亻,人,9,人,8,左右,3,⿰亻舌,155293568,0x09419780,9,人,8,左右,3,376,0,155293568,0x09419780,True,AGENT_STANDARD_ALIGNED_TO_8105_WITH_CROSS_REFERENCE_WHERE_NEEDED
