character,unicode_codepoint,standard_rank,status,merge_status,approved_basis,approved_radical,approved_canonical_radical,approved_radical_resolution,approved_radix,approved_strokes,approved_agent_structure,approved_agent_struct_type,approved_decomposition,current_cnbe,current_cnbe_hex,current_radix,current_radix_name,current_strokes,current_struct_name,current_struct_type,current_index,current_ext,proposed_cnbe,proposed_cnbe_hex,proposed_radix,proposed_radix_name,proposed_canonical_radical,proposed_strokes,proposed_struct_type,proposed_struct_name,proposed_index,proposed_ext,roundtrip_pass,decoded_radix,decoded_strokes,decoded_struct_type,decoded_index,decoded_ext,write_gate,block_reason,block_detail
砾,U+783E,1865,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,石,石,DIRECT,112,10,左右,3,⿰石乐,1943905248,0x73DDA3E0,115,禾,27,full-wrap,11,574,0,1884398560,0x7051A3E0,112,石,石,10,3,左右,574,0,True,112,10,3,574,0,NO_WRITE_DRY_RUN_ONLY,,
础,U+7840,1866,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,石,石,DIRECT,112,10,左右,3,⿰石出,1978147840,0x75E82400,117,立,29,single,0,576,0,1884398592,0x7051A400,112,石,石,10,3,左右,576,0,True,112,10,3,576,0,NO_WRITE_DRY_RUN_ONLY,,
破,U+7834,1867,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,石,石,DIRECT,112,10,左右,3,⿰石皮,1770562368,0x6988A340,105,癶,17,left-right,1,564,0,1884398400,0x7051A340,112,石,石,10,3,左右,564,0,True,112,10,3,564,0,NO_WRITE_DRY_RUN_ONLY,,
原,U+539F,1868,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,厂,厂,DIRECT,27,10,左上包,5,⿸厂⿱白小,2624903664,0x9C74D9F0,156,走,14,bottom-wrap,9,1439,0,458414576,0x1B52D9F0,27,厂,厂,10,5,左上包,1439,0,True,27,10,5,1439,0,NO_WRITE_DRY_RUN_ONLY,,
套,U+5957,1869,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,大,大,DIRECT,37,10,上下,1,⿱大镸,2057975152,0x7AAA3570,122,网,21,up-mid-down,4,855,0,626046320,0x2550B570,37,大,大,10,1,上下,855,0,True,37,10,1,855,0,NO_WRITE_DRY_RUN_ONLY,,
逐,U+9010,1870,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,辶,辵,ALIAS,162,10,左下包,8,⿺辶豕,127279360,0x07962100,7,二,18,triangle,12,528,0,2723422464,0xA2542100,162,辶,辵,10,8,左下包,528,0,True,162,10,8,528,0,NO_WRITE_DRY_RUN_ONLY,,
烈,U+70C8,1871,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,灬,火,ALIAS,86,10,上下,1,⿱列灬,2202414208,0x83462C80,131,臣,8,triangle,12,712,0,1448127616,0x5650AC80,86,灬,火,10,1,上下,712,0,True,86,10,1,712,0,NO_WRITE_DRY_RUN_ONLY,,
殊,U+6B8A,1872,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,歹,歹,DIRECT,78,10,左右,3,⿰歹朱,1240783008,0x49F4D8A0,73,曰,30,bottom-wrap,9,1418,0,1313986720,0x4E51D8A0,78,歹,歹,10,3,左右,1418,0,True,78,10,3,1418,0,NO_WRITE_DRY_RUN_ONLY,,
殉,U+6B89,1873,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,歹,歹,DIRECT,78,10,左右,3,⿰歹旬,1223448720,0x48EC5890,72,日,29,top-wrap,8,1417,0,1313986704,0x4E51D890,78,歹,歹,10,3,左右,1417,0,True,78,10,3,1417,0,NO_WRITE_DRY_RUN_ONLY,,
顾,U+987E,1874,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,页,頁,ALIAS,181,10,左右,3,⿰厄页,422979552,0x193627E0,25,卜,6,triangle,12,638,0,3042027488,0xB551A7E0,181,页,頁,10,3,左右,638,0,True,181,10,3,638,0,NO_WRITE_DRY_RUN_ONLY,,
轿,U+8F7F,1875,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,车,車,ALIAS,159,10,左右,3,⿰车乔,1290082288,0x4CE517F0,76,欠,28,left-wrap,10,383,0,2672924656,0x9F5197F0,159,车,車,10,3,左右,383,0,True,159,10,3,383,0,NO_WRITE_DRY_RUN_ONLY,,
较,U+8F83,1876,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,车,車,ALIAS,159,10,左右,3,⿰车交,1342740528,0x50089830,80,母,1,left-right,1,387,0,2672924720,0x9F519830,159,车,車,10,3,左右,387,0,True,159,10,3,387,0,NO_WRITE_DRY_RUN_ONLY,,
顿,U+987F,1877,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,页,頁,ALIAS,181,10,左右,3,⿰屯页,439887856,0x1A3827F0,26,卩,7,single,0,639,0,3042027504,0xB551A7F0,181,页,頁,10,3,左右,639,0,True,181,10,3,639,0,NO_WRITE_DRY_RUN_ONLY,,
毙,U+6BD9,1878,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,比,比,DIRECT,81,10,上下,1,⿱比死,2558877072,0x98855D90,152,豕,16,left-wrap,10,1497,0,1364254096,0x5150DD90,81,比,比,10,1,上下,1497,0,True,81,10,1,1497,0,NO_WRITE_DRY_RUN_ONLY,,
致,U+81F4,1879,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,至,至,DIRECT,133,10,左右,3,⿰至攵,554745664,0x2110BF40,33,士,2,left-right,1,1012,0,2236727104,0x8551BF40,133,至,至,10,3,左右,1012,0,True,133,10,3,1012,0,NO_WRITE_DRY_RUN_ONLY,,
柴,U+67F4,1880,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,木,木,DIRECT,75,10,上下,1,⿱此木,190357312,0x0B589F40,11,入,11,left-right,1,500,0,1263574848,0x4B509F40,75,木,木,10,1,上下,500,0,True,75,10,1,500,0,NO_WRITE_DRY_RUN_ONLY,,
桌,U+684C,1881,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,木,木,DIRECT,75,10,上下,1,⿱⺊杲,1664459968,0x6335A4C0,99,甘,6,full-wrap,11,588,0,1263576256,0x4B50A4C0,75,木,木,10,1,上下,588,0,True,75,10,1,588,0,NO_WRITE_DRY_RUN_ONLY,,
虑,U+8651,1882,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,心,心,DIRECT,61,10,左上包,5,⿸虍心,1343751440,0x50180510,80,母,3,single,0,81,0,1028818192,0x3D528510,61,心,心,10,5,左上包,81,0,True,61,10,5,81,0,NO_WRITE_DRY_RUN_ONLY,,
监,U+76D1,1883,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,皿,皿,DIRECT,108,10,上下,1,⿱⿰〢⿱𠂉丶皿,2988248336,0xB21D0D10,178,韋,3,left-wrap,10,209,0,1817218320,0x6C508D10,108,皿,皿,10,1,上下,209,0,True,108,10,1,209,0,NO_WRITE_DRY_RUN_ONLY,,
紧,U+7D27,1884,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,糸,糸,DIRECT,120,10,上下,1,⿱⿰〢又糸,1483469424,0x586BF270,88,父,13,bottom-left-wrap,7,1831,0,2018570864,0x7850F270,120,糸,糸,10,1,上下,1831,0,True,120,10,1,1831,0,NO_WRITE_DRY_RUN_ONLY,,
党,U+515A,1885,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,儿,儿,DIRECT,10,10,上下,1,⿱龸兄,61879712,0x03B035A0,3,丶,22,single,0,858,0,173061536,0x0A50B5A0,10,儿,儿,10,1,上下,858,0,True,10,10,1,858,0,NO_WRITE_DRY_RUN_ONLY,,
逞,U+901E,1886,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,辶,辵,ALIAS,162,10,左下包,8,⿺辶呈,352854496,0x150821E0,21,匕,1,single,0,542,0,2723422688,0xA25421E0,162,辶,辵,10,8,左下包,542,0,True,162,10,8,542,0,NO_WRITE_DRY_RUN_ONLY,,
晒,U+6652,1887,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,日,日,DIRECT,72,10,左右,3,⿰日西,366871840,0x15DE0520,21,匕,27,triangle,12,82,0,1213302048,0x48518520,72,日,日,10,3,左右,82,0,True,72,10,3,82,0,NO_WRITE_DRY_RUN_ONLY,,
眠,U+7720,1888,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,目,目,DIRECT,109,10,左右,3,⿰目民,732271104,0x2BA59200,43,尢,20,full-wrap,11,288,0,1834062336,0x6D519200,109,目,目,10,3,左右,288,0,True,109,10,3,288,0,NO_WRITE_DRY_RUN_ONLY,,
晓,U+6653,1889,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,日,日,DIRECT,72,10,左右,3,⿰日尧,383780144,0x16E00530,22,匚,28,single,0,83,0,1213302064,0x48518530,72,日,日,10,3,左右,83,0,True,72,10,3,83,0,NO_WRITE_DRY_RUN_ONLY,,
哮,U+54EE,1890,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,口,口,DIRECT,30,10,左右,3,⿰口孝,1061383904,0x3F436EE0,63,戶,8,top-right-wrap,6,1774,0,508686048,0x1E51EEE0,30,口,口,10,3,左右,1774,0,True,30,10,3,1774,0,NO_WRITE_DRY_RUN_ONLY,,
唠,U+5520,1891,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,口,口,DIRECT,30,10,左右,3,⿰口劳,1910141440,0x71DA7200,113,示,27,up-mid-down,4,1824,0,508686848,0x1E51F200,30,口,口,10,3,左右,1824,0,True,30,10,3,1824,0,NO_WRITE_DRY_RUN_ONLY,,
鸭,U+9E2D,1892,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,鸟,鳥,ALIAS,196,10,左右,3,⿰甲鸟,3290792656,0xC42582D0,196,鳥,4,full-wrap,11,45,0,3293676240,0xC45182D0,196,鸟,鳥,10,3,左右,45,0,True,196,10,3,45,0,NO_WRITE_DRY_RUN_ONLY,,
晃,U+6643,1893,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,日,日,DIRECT,72,10,上下,1,⿱日光,107283504,0x06650430,6,亅,12,left-wrap,10,67,0,1213236272,0x48508430,72,日,日,10,1,上下,67,0,True,72,10,1,67,0,NO_WRITE_DRY_RUN_ONLY,,
哺,U+54FA,1894,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,口,口,DIRECT,30,10,左右,3,⿰口甫,1268969376,0x4BA2EFA0,75,木,20,top-left-wrap,5,1786,0,508686240,0x1E51EFA0,30,口,口,10,3,左右,1786,0,True,30,10,3,1786,0,NO_WRITE_DRY_RUN_ONLY,,
晌,U+664C,1895,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,日,日,DIRECT,72,10,左右,3,⿰日向,262866112,0x0FAB04C0,15,冫,21,top-right-wrap,6,76,0,1213301952,0x485184C0,72,日,日,10,3,左右,76,0,True,72,10,3,76,0,NO_WRITE_DRY_RUN_ONLY,,
剔,U+5254,1896,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,刂,刀,ALIAS,18,10,左右,3,⿰易刂,667010368,0x27C1C540,39,子,24,up-down,3,1108,0,307348800,0x1251C540,18,刂,刀,10,3,左右,1108,0,True,18,10,3,1108,0,NO_WRITE_DRY_RUN_ONLY,,
晕,U+6655,1897,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,日,日,DIRECT,72,10,上下,1,⿱日军,418448720,0x18F10550,24,十,30,left-mid-right,2,85,0,1213236560,0x48508550,72,日,日,10,1,上下,85,0,True,72,10,1,85,0,NO_WRITE_DRY_RUN_ONLY,,
蚌,U+868C,1898,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,虫,虫,DIRECT,142,10,左右,3,⿰虫丰,2348517568,0x8BFB88C0,139,色,31,bottom-left-wrap,7,140,0,2387708096,0x8E5188C0,142,虫,虫,10,3,左右,140,0,True,142,10,3,140,0,NO_WRITE_DRY_RUN_ONLY,,
畔,U+7554,1899,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,田,田,DIRECT,102,10,左右,3,⿰田半,197883200,0x0BCB7540,11,入,25,top-right-wrap,6,1876,0,1716647232,0x6651F540,102,田,田,10,3,左右,1876,0,True,102,10,3,1876,0,NO_WRITE_DRY_RUN_ONLY,,
蚣,U+86A3,1900,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,虫,虫,DIRECT,142,10,左右,3,⿰虫公,2730101296,0xA2BA0A30,162,辵,23,up-mid-down,4,163,0,2387708464,0x8E518A30,142,虫,虫,10,3,左右,163,0,True,142,10,3,163,0,NO_WRITE_DRY_RUN_ONLY,,
蚊,U+868A,1901,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,虫,虫,DIRECT,142,10,左右,3,⿰虫文,2313848992,0x89EA88A0,137,舟,29,top-left-wrap,5,138,0,2387708064,0x8E5188A0,142,虫,虫,10,3,左右,138,0,True,142,10,3,138,0,NO_WRITE_DRY_RUN_ONLY,,
蚪,U+86AA,1902,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,虫,虫,DIRECT,142,10,左右,3,⿰虫斗,2851441312,0xA9F58AA0,169,門,30,full-wrap,11,170,0,2387708576,0x8E518AA0,142,虫,虫,10,3,左右,170,0,True,142,10,3,170,0,NO_WRITE_DRY_RUN_ONLY,,
蚓,U+8693,1903,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,虫,虫,DIRECT,142,10,左右,3,⿰虫引,2453178672,0x92388930,146,西,7,left-right,1,147,0,2387708208,0x8E518930,142,虫,虫,10,3,左右,147,0,True,142,10,3,147,0,NO_WRITE_DRY_RUN_ONLY,,
哨,U+54E8,1904,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,口,口,DIRECT,30,10,左右,3,⿰口肖,957378176,0x39106E80,57,弓,2,single,0,1768,0,508685952,0x1E51EE80,30,口,口,10,3,左右,1768,0,True,30,10,3,1768,0,NO_WRITE_DRY_RUN_ONLY,,
哩,U+54E9,1905,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,口,口,DIRECT,30,10,左右,3,⿰口里,974712464,0x3A18EE90,58,彐,3,left-right,1,1769,0,508685968,0x1E51EE90,30,口,口,10,3,左右,1769,0,True,30,10,3,1769,0,NO_WRITE_DRY_RUN_ONLY,,
圃,U+5703,1906,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,囗,囗,DIRECT,31,10,全包围,11,⿴囗甫,2826113072,0xA8731030,168,長,14,top-right-wrap,6,259,0,525701168,0x1F559030,31,囗,囗,10,11,全包围,259,0,True,31,10,11,259,0,NO_WRITE_DRY_RUN_ONLY,,
哭,U+54ED,1907,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,口,口,DIRECT,30,10,上下,1,⿱吅犬,1044049616,0x3E3AEED0,62,戈,7,top-left-wrap,5,1773,0,508620496,0x1E50EED0,30,口,口,10,1,上下,1773,0,True,30,10,1,1773,0,NO_WRITE_DRY_RUN_ONLY,,
哦,U+54E6,1908,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,口,口,DIRECT,30,10,左右,3,⿰口我,939388512,0x37FDEE60,55,廾,31,full-wrap,11,1766,0,508685920,0x1E51EE60,30,口,口,10,3,左右,1766,0,True,30,10,3,1766,0,NO_WRITE_DRY_RUN_ONLY,,
恩,U+6069,1909,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,心,心,DIRECT,61,10,上下,1,⿱因心,101951120,0x0613A690,6,亅,2,bottom-left-wrap,7,617,0,1028695696,0x3D50A690,61,心,心,10,1,上下,617,0,True,61,10,1,617,0,NO_WRITE_DRY_RUN_ONLY,,
鸯,U+9E2F,1910,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,鸟,鳥,ALIAS,196,10,上下,1,⿱央鸟,3325035248,0xC63002F0,198,鹿,6,single,0,47,0,3293610736,0xC45082F0,196,鸟,鳥,10,1,上下,47,0,True,196,10,1,47,0,NO_WRITE_DRY_RUN_ONLY,,
唤,U+5524,1911,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,口,口,DIRECT,30,10,左右,3,⿰口奂,1979478592,0x75FC7240,117,立,31,top-wrap,8,1828,0,508686912,0x1E51F240,30,口,口,10,3,左右,1828,0,True,30,10,3,1828,0,NO_WRITE_DRY_RUN_ONLY,,
唁,U+5501,1912,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,口,口,DIRECT,30,10,左右,3,⿰口言,1390309392,0x52DE7010,82,毛,27,triangle,12,1793,0,508686352,0x1E51F010,30,口,口,10,3,左右,1793,0,True,30,10,3,1793,0,NO_WRITE_DRY_RUN_ONLY,,
哼,U+54FC,1913,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,口,口,DIRECT,30,10,左右,3,⿰口亨,1303637952,0x4DB3EFC0,77,止,22,bottom-left-wrap,7,1788,0,508686272,0x1E51EFC0,30,口,口,10,3,左右,1788,0,True,30,10,3,1788,0,NO_WRITE_DRY_RUN_ONLY,,
唧,U+5527,1914,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,口,口,DIRECT,30,10,左右,3,⿰口即,2015228528,0x781DF270,120,糸,3,full-wrap,11,1831,0,508686960,0x1E51F270,30,口,口,10,3,左右,1831,0,True,30,10,3,1831,0,NO_WRITE_DRY_RUN_ONLY,,
啊,U+554A,1915,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,口,口,DIRECT,30,10,左右,3,⿰口阿,2604397728,0x9B3BF4A0,155,赤,7,bottom-left-wrap,7,1866,0,508687520,0x1E51F4A0,30,口,口,10,3,左右,1866,0,True,30,10,3,1866,0,NO_WRITE_DRY_RUN_ONLY,,
唉,U+5509,1916,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,口,口,DIRECT,30,10,左右,3,⿰口矣,1512304784,0x5A23F090,90,爿,4,bottom-left-wrap,7,1801,0,508686480,0x1E51F090,30,口,口,10,3,左右,1801,0,True,30,10,3,1801,0,NO_WRITE_DRY_RUN_ONLY,,
唆,U+5506,1917,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,口,口,DIRECT,30,10,左右,3,⿰口夋,1460301920,0x570A7060,87,爪,1,up-mid-down,4,1798,0,508686432,0x1E51F060,30,口,口,10,3,左右,1798,0,True,30,10,3,1798,0,NO_WRITE_DRY_RUN_ONLY,,
罢,U+7F62,1918,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,罒,网,ALIAS,122,10,上下,1,⿱罒去,299046432,0x11D31620,17,凵,26,top-right-wrap,6,354,0,2052101664,0x7A509620,122,罒,网,10,1,上下,354,0,True,122,10,1,354,0,NO_WRITE_DRY_RUN_ONLY,,
峭,U+5CED,1919,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,山,山,DIRECT,46,10,左右,3,⿰山肖,3092147920,0xB84E6ED0,184,食,9,triangle,12,1773,0,777121488,0x2E51EED0,46,山,山,10,3,左右,1773,0,True,46,10,3,1773,0,NO_WRITE_DRY_RUN_ONLY,,
峨,U+5CE8,1920,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,山,山,DIRECT,46,10,左右,3,⿰山我,3005476480,0xB323EE80,179,韭,4,bottom-left-wrap,7,1768,0,777121408,0x2E51EE80,46,山,山,10,3,左右,1768,0,True,46,10,3,1768,0,NO_WRITE_DRY_RUN_ONLY,,
峰,U+5CF0,1921,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,山,山,DIRECT,46,10,左右,3,⿰山夆,3143724800,0xBB616F00,187,馬,12,left-mid-right,2,1776,0,777121536,0x2E51EF00,46,山,山,10,3,左右,1776,0,True,46,10,3,1776,0,NO_WRITE_DRY_RUN_ONLY,,
圆,U+5706,1922,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,囗,囗,DIRECT,31,10,全包围,11,⿴囗员,2878115936,0xAB8C9060,171,隶,17,bottom-wrap,9,262,0,525701216,0x1F559060,31,囗,囗,10,11,全包围,262,0,True,31,10,11,262,0,NO_WRITE_DRY_RUN_ONLY,,
峻,U+5CFB,1923,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,山,山,DIRECT,46,10,左右,3,⿰山夋,3333975984,0xC6B86FB0,198,鹿,23,single,0,1787,0,777121712,0x2E51EFB0,46,山,山,10,3,左右,1787,0,True,46,10,3,1787,0,NO_WRITE_DRY_RUN_ONLY,,
贼,U+8D3C,1924,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,贝,貝,ALIAS,154,10,左右,3,⿰贝戎,2335830976,0x8B39F3C0,139,色,7,up-down,3,1852,0,2589062080,0x9A51F3C0,154,贝,貝,10,3,左右,1852,0,True,154,10,3,1852,0,NO_WRITE_DRY_RUN_ONLY,,
贿,U+8D3F,1925,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,贝,貝,ALIAS,154,10,左右,3,⿰贝有,2387833840,0x8E5373F0,142,虫,10,top-right-wrap,6,1855,0,2589062128,0x9A51F3F0,154,贝,貝,10,3,左右,1855,0,True,154,10,3,1855,0,NO_WRITE_DRY_RUN_ONLY,,
赂,U+8D42,1926,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,贝,貝,ALIAS,154,10,左右,3,⿰贝各,2439836704,0x916CF420,145,衣,13,bottom-wrap,9,1858,0,2589062176,0x9A51F420,154,贝,貝,10,3,左右,1858,0,True,154,10,3,1858,0,NO_WRITE_DRY_RUN_ONLY,,
赃,U+8D43,1927,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,贝,貝,ALIAS,154,10,左右,3,⿰贝庄,2457170992,0x92757430,146,西,14,left-wrap,10,1859,0,2589062192,0x9A51F430,154,贝,貝,10,3,左右,1859,0,True,154,10,3,1859,0,NO_WRITE_DRY_RUN_ONLY,,
钱,U+94B1,1928,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_CONFIRMED,HUMAN_CONFIRMED_HANZI_DECOMP_V03,钅,金,ALIAS,167,10,左右,3,⿰钅戋,2059987728,0x7AC8EB10,122,网,25,left-right,1,1713,0,2807163664,0xA751EB10,167,钅,金,10,3,左右,1713,0,True,167,10,3,1713,0,NO_WRITE_DRY_RUN_ONLY,,
钳,U+94B3,1929,DRY_RUN_READY,CURRENT_MODEL_STRUCTURE_REPAIR_CANDIDATE,HUMAN_CONFIRMED_HANZI_DECOMP_V03,钅,金,ALIAS,167,10,左右,3,⿰钅甘,2094656304,0x7CD9EB30,124,羽,27,up-down,3,1715,0,2807163696,0xA751EB30,167,钅,金,10,3,左右,1715,0,True,167,10,3,1715,0,NO_WRITE_DRY_RUN_ONLY,,
